Artist Name(s);Album Name;Album Release Date;Track duration (s);Explicit;Popularity;Artist Genres;Danceability;Energy;Key;Loudness;Mode;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Time Signature;Label;Copyrights;;;
The Monkees;The Best of The Monkees;01/01/2003;168,053;0;40;album rock,beatlesque,bubblegum pop,classic rock,folk rock,heartland rock,mellow gold,psychedelic rock,rock-and-roll,singer-songwriter,soft rock,sunshine pop;0,609;0,818;5;-4,62;1;0,0425;0,114;0,316;0,0999;0,922;78,955;4;Rhino;C © 2003 Warner Strategic Marketing, Warner Music Group, an AOL Time Warner Co,, P ? 2003 Warner Strategic Marketing, Warner Music Group, an AOL Time Warner Co,;;;0,168053
Wings;Red Rose Speedway (Archive Collection);30/04/1973;212,92;0;38;album rock,beatlesque,classic rock,folk rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock;0,485;0,444;7;-13,472;1;0,0286;0,739;0,0235;0,116;0,515;175,736;3;Paul McCartney Catalog;C © 2018 MPL Communications Inc, P ? 1973 MPL Communications Inc;;;0,21292
Falco;FALCO 60;17/02/2017;228,826;0;34;austropop,neue deutsche welle;0,929;0,717;9;-6,567;0;0,0414;0,0464;0,00000625;0,0376;0,936;118,228;4;Ariola;P (P) 2017 Sony Music Entertainment Austria GmbH;;;0,228826
Rob Mills;Up All Night;14/06/2004;225,106;0;20;australian pop;0,568;0,752;7;-7,019;1;0,0316;0,0000319;0,0123;0,0737;0,585;116,027;4;BMG Music;P (P) 2004 Sony Music Entertainment Australia Pty Ltd;;;0,225106
Rixton;Me And My Broken Heart;01/01/2014;193,826;0;0;post-teen pop,teen pop,viral pop;0,545;0,775;5;-4,325;0;0,0349;0,00636;0;0,192;0,516;174,086;4;Universal Music Group;C © 2014 School Boy/Giant Little Man/Mad Love/Interscope Records, P ? 2014 School Boy/Giant Little Man/Mad Love/Interscope Records;;;0,193826
Tina Cousins;Killing Time;06/06/2000;236,88;0;54;bubblegum dance,eurodance;0,682;0,944;11;-6,956;1;0,0375;0,186;0,000208;0,127;0,432;129,99;4;NITRON media;P (P) 2010 Sony Music Entertainment UK Limited;;;0,23688
Petula Clark;The Ultimate Petula Clark;11/04/2003;175,373;0;7;adult standards,bubblegum pop,easy listening,folk rock,merseybeat,rock-and-roll,rockabilly;0,394;0,486;10;-9,742;1;0,0366;0,627;0;0,167;0,427;133,685;4;BMG Heritage;P (P) 2003 BMG Heritage;;;0,175373
Kenny Loggins;TOP GUN/SOUNDTRACK;30/06/1986;211,626;0;50;album rock,classic rock,heartland rock,mellow gold,new wave pop,singer-songwriter,soft rock,yacht rock;0,549;0,903;3;-7,179;0;0,0394;0,289;0;0,0929;0,75;157,31;4;Columbia;P (P) 1986 Sony Music Entertainment / (P) 1986 Sony Music Entertainment (Canada) Inc,;;;0,211626
Elvis Presley;Elvis' Golden Records, Vol, 3;11/08/1963;145,08;0;47;rock-and-roll,rockabilly;0,618;0,467;2;-13,166;1;0,0336;0,56;0,0000105;0,5;0,904;121,646;4;RCA/Legacy;P (P) 1963 Sony Music Entertainment;;;0,14508
Why Don't We;Trust Fund Baby;01/02/2018;184,46;0;65;boy band,pop;0,624;0,785;8;-3,337;1;0,0498;0,0629;0;0,135;0,593;163,929;4;Atlantic Records;C © 2018 Signature Entertainment, LLC under exclusive license to Atlantic Recording Corporation for the United States and WEA International Inc, for the world excluding the United States, P ? 2018 Signature Entertainment, LLC under exclusive license to Atlantic Recording Corporation for the United States and WEA International Inc, for the world excluding the United States;;;0,18446
Meghan Trainor;Title (Deluxe);09/01/2015;182,666;0;74;hip pop,pop;0,775;0,825;7;-5,402;1;0,0464;0,0506;0,00000103;0,111;0,95;139,091;4;Epic;P (P) 2014, 2015 Epic Records, a division of Sony Music Entertainment;;;0,182666
P!nk;M!ssundaztood;16/11/2001;210,626;0;0;dance pop,pop;0,544;0,849;0;-4,778;0;0,094;0,00264;0;0,0371;0,589;98,376;4;Arista;P (P) 2001 RCA/JIVE Label Group, a unit of Sony Music Entertainment;;;0,210626
Boyzone;The Love Songs Collection;17/03/2003;208,773;0;52;boy band;0,583;0,499;5;-7,894;1;0,0284;0,465;0;0,154;0,289;132,021;4;UMC (Universal Music Catalogue);C © 2003 Universal Music TV, a division of Universal Music Operations Ltd,, P ? 2003 Universal Music TV, a division of Universal Music Operations Ltd,;;;0,208773
Elton John;Candle In The Wind 1997 / Something About ,,,;01/01/1997;250,106;0;59;glam rock,mellow gold,piano rock,rock;0,45;0,311;4;-8,175;1;0,0314;0,977;0,00713;0,167;0,367;125,648;4;EMI;C © 1997 Mercury Records Limited, P This Compilation ? 1997 Mercury Records Limited;;;0,250106
Incubus;Make Yourself;26/10/1999;232,453;0;80;alternative metal,alternative rock,funk metal,funk rock,nu metal,post-grunge,rock;0,645;0,792;4;-7,34;0;0,036;0,0562;0,0121;0,119;0,666;90,565;4;Epic/Immortal;P (P) 1999 Epic Records, a division of Sony Music Entertainment;;;0,232453
Empire of the Sun;Walking On A Dream;01/01/2008;267,354;0;0;australian dance,australian electropop,dance rock,indietronica,neo-synthpop;0,666;0,785;4;-5,37;0;0,0308;0,0981;0,0198;0,434;0,549;122,973;4;Capitol Records;C © 2008 The Sleepy Jackson Pty Ltd and Nick Littlemore, P ? 2008 The Sleepy Jackson Pty Ltd and Nick Littlemore;;;0,267354
Journey;The Essential Journey;16/10/2001;248,906;0;75;album rock,classic rock,hard rock,heartland rock,mellow gold,rock,soft rock;0,491;0,802;4;-7,106;1;0,0392;0,25;0;0,387;0,472;119,25;4;Columbia;P This compilation (P) 2001 Sony Music Entertainment;;;0,248906
Roger Glover, Ronnie James Dio;The Butterfly Ball and the Grasshopper's Feast;27/05/1974;197,266;0;0;hard rock;0,599;0,812;7;-4,971;1;0,0494;0,634;0,0000347;0,849;0,766;111,691;4;Purple Records;C (C) 2016 Cherry Red Records, P (P) 2016 Purple Records;;;0,197266
Meat Loaf;Bat Out Of Hell;21/10/1977;324,44;0;65;album rock;0,586;0,48;9;-9,138;1;0,0243;0,385;0;0,0947;0,488;79,873;4;Cleveland International/ Epic/Legacy;P (P) 1977, 2012 Sony Music Entertainment;;;0,32444
LEN;Steal My Sunshine EP;06/09/1999;211,466;0;59;canadian rock;0,405;0,944;4;-8,473;1;0,249;0,527;0;0,214;0,71;192,147;4;Epic/Work;P (P) 1999 Epic Records, a division of Sony Music Entertainment;;;0,211466
Drake, Lil Durk;Laugh Now Cry Later (feat, Lil Durk);14/08/2020;261,492;1;82;canadian hip hop,canadian pop,hip hop,rap,toronto rap,chicago drill,chicago rap,drill,hip hop,rap,trap;0,761;0,518;0;-8,871;1;0,134;0,244;0,0000347;0,107;0,522;133,976;4;OVO;C © 2020 OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc,, P ? 2020 OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc,;;;0,261492
Janet Jackson, Q-Tip, Joni Mitchell;The Velvet Rope;07/10/1997;241,76;1;3;dance pop,r&b,urban contemporary,east coast hip hop,queens hip hop,canadian singer-songwriter,folk,folk rock,singer-songwriter;0,789;0,412;7;-7,518;1;0,243;0,0218;0,000312;0,3;0,518;89,914;4;Virgin Records;C © 1997 Black Doll Inc, P ? 1997 Virgin Records America, Inc,;;;0,24176
Matchbox Twenty;How Far We've Come;15/09/2007;212,253;0;62;neo mellow,pop rock,post-grunge;0,566;0,905;0;-5,093;1;0,0646;0,0045;0;0,21;0,792;83;4;Atlantic Records;C © 2007 Atlantic Recording Corporation for the United States and WEA International Inc, for the world outside of the United States, P ? 2007 Atlantic Recording Corporation for the United States and WEA International Inc, for the world outside of the United States;;;0,212253
Johnny Crawford;A Young Man's Fancy;24/01/2006;128,453;0;34;deep adult standards;0,61;0,316;7;-12,6;1;0,0335;0,755;0,000218;0,121;0,708;110;4;Rhino;C © 2006 Rhino Entertainment, P ? 2006 Rhino Entertainment;;;0,128453
Gyroscope;Cohesion;01/01/2010;197,933;0;51;australian alternative rock;0,389;0,951;0;-3,852;1;0,168;0,00186;0,0821;0,494;0,354;185,962;4;Universal Music Australia Pty, Ltd,;C © 2010 Universal Music Australia Pty Ltd,, P ? 2010 Universal Music Australia Pty Ltd,;;;0,197933
Kate Bush;The Kick Inside;17/02/1978;269,066;0;70;art pop,art rock,baroque pop,new wave pop,permanent wave,piano rock,singer-songwriter;0,481;0,392;1;-11,381;1;0,0312;0,366;0,0452;0,124;0,52;124,572;4;Parlophone UK;C © 1978 Parlophone Records Ltd, This label copy information is the subject of copyright protection, All rights reserved, (C) 1978 Parlophone Records Ltd, P ? 1978 The copyright in this sound recording is owned by Parlophone Records Ltd;;;0,269066
Sheppard;Die Young;18/10/2019;235,5;0;28;australian indie,folk-pop;0,573;0,791;2;-5,332;1;0,0519;0,232;0;0,175;0,283;119,976;4;Empire Of Song;C 2019 Empire Of Song (Australia) Pty Ltd, P 2019 Empire Of Song (Australia) Pty Ltd;;;0,2355
Pet Shop Boys;Bilingual: Further Listening 1995-1997;02/09/1996;241,2;0;0;dance rock,new romantic,new wave,new wave pop,permanent wave,synthpop;0,513;0,88;9;-6,018;1;0,0722;0,213;0;0,0768;0,623;93,018;4;Parlophone UK;C © 2009 Pet Shop Boys Partnership Ltd under exclusive licence to Parlophone Records Ltd, P ? 2009 Pet Shop Boys Partnership Ltd under exclusive licence to Parlophone Records Ltd;;;0,2412
Baby Animals;Baby Animals / Shaved & Dangerous;19/01/2008;235,88;0;0;australian rock;0,536;0,876;1;-2,95;1;0,0375;0,000403;0,000428;0,0787;0,568;112,984;4;Bloodlines;C 2007 (P) 2007 Imago Recording Company, Under exclusive license to Liberation Music for Australia And New Zealand, P 2007 (P) 2007 Imago Recording Company, Under exclusive license to Liberation Music for Australia And New Zealand;;;0,23588
Arrested Development;Classic Masters;01/01/2002;272,706;0;38;atl hip hop,conscious hip hop,hip hop,old school atlanta hip hop;0,815;0,851;1;-3,667;0;0,178;0,0284;0;0,343;0,674;99,915;4;Capitol Records;C © 2002 Capitol Records, LLC, P This Compilation ? 2002 Capitol Records, LLC;;;0,272706
S Club 7;S Club;01/01/1999;213,6;0;0;dance pop,europop,talent show;0,675;0,895;4;-4,904;1;0,0484;0,319;0;0,369;0,824;108,093;4;Polydor;C © 1999 Polydor Ltd, (UK), P ? 1999 S Club Ltd,;;;0,2136
G-Eazy, Bebe Rexha;When It's Dark Out;04/12/2015;251,466;1;80;indie pop rap,oakland hip hop,pop rap,rap,dance pop,pop;0,756;0,674;0;-6,518;0;0,0959;0,0184;0;0,158;0,389;111,995;4;BPG/RVG/RCA Records;P (P) 2015 RCA Records, a division of Sony Music Entertainment;;;0,251466
The All-American Rejects;When The World Comes Down (International Version);01/01/2008;208,6;0;0;alternative metal,modern rock,neo mellow,neon pop punk,pop punk,pop rock,post-grunge;0,415;0,913;7;-5,361;1;0,0482;0,000543;0,0000302;0,284;0,427;164,289;4;Universal Music Group;C © 2009 DGC/Interscope Records, P ? 2009 DGC/Interscope Records;;;0,2086
The Bureau;The Bureau - Remastered & Expanded;21/02/2005;219,466;0;26;;0,601;0,621;2;-8,312;0;0,0434;0,0153;0,0000958;0,109;0,899;143,849;4;Warner Strategic Marketing;C © 2005 Warner Music UK Ltd,, P ? 2005 Warner Music UK Ltd,;;;0,219466
Christina Perri;human;18/11/2013;250,706;0;64;pop;0,439;0,489;8;-6,286;1;0,0368;0,132;0,000643;0,114;0,253;143,808;4;Atlantic Records;C © 2013 Atlantic Recording Corporation for the United States and WEA International Inc, for the world outside of the United States, A Warner Music Group Company, P ? 2013 Atlantic Recording Corporation for the United States and WEA International Inc, for the world outside of the United States, A Warner Music Group Company;;;0,250706
Masked Wolf;Astronaut In The Ocean;07/06/2019;132,78;0;1;australian hip hop;0,778;0,695;4;-6,865;0;0,0913;0,174;0;0,151;0,472;149,996;4;Teamwrk Records;C 2019 Teamwrk Records, P 2019 Teamwrk Records;;;0,13278
Al Stewart;Year of the Cat;02/04/1991;401,4;0;64;art rock,folk rock,mellow gold,progressive rock,singer-songwriter,soft rock,symphonic rock;0,531;0,607;4;-9,602;0;0,0328;0,0114;0,00511;0,121;0,534;116,652;4;Rhino;C © 2001 Rhino Entertainment Company, a Warner Music Group Company, P ? 2001 Rhino Entertainment Company, a Warner Music Group Company;;;0,4014
Queen;News Of The World (2011 Remaster);28/10/1977;179,2;0;78;classic rock,glam rock,rock;0,268;0,459;10;-6,94;1;0,0346;0,378;0;0,118;0,175;64,177;4;EMI;C © 2011 Queen Productions Ltd, under exclusive licence to Universal International Music BV, P ? 2011 Queen Productions Ltd, under exclusive licence to Universal International Music BV;;;0,1792
Todd Rundgren;The Very Best of Todd Rundgren;29/07/1997;218,44;0;42;art rock,country rock,folk rock,mellow gold,philly soul,power pop,singer-songwriter,soft rock,zolo;0,57;0,397;0;-8,93;0;0,0389;0,791;0,00017;0,0789;0,235;172,547;3;Rhino;C © 1997 Bearsville Records Inc, Manufactured and Marketed by Rhino Records Inc,, P ? 1997 Bearsville Records Inc, Manufactured and Marketed by Rhino Records Inc,;;;0,21844
Disclosure, Sam Smith;Settle (Deluxe Version);01/01/2013;255,631;0;6;edm,house,indietronica,uk dance,pop,uk pop;0,727;0,726;1;-5,453;1;0,0989;0,0155;0,000091;0,0899;0,591;121,989;4;Universal Music Group;C © 2013 Universal Island Records, a division of Universal Music Operations Limited, P ? 2013 Universal Island Records, a division of Universal Music Operations Limited;;;0,255631
Johnny Cash;I Walk the Line (Original Soundtrack Recording);11/11/1970;176,533;0;67;arkansas country,outlaw country,rock;0,713;0,258;9;-14,59;1;0,0384;0,877;0,00606;0,0967;0,56;98,805;4;Columbia Nashville Legacy;P Originally released 1970, All rights reserved by Sony Music Entertainment;;;0,176533
The Sandpipers;Guantanamera;01/01/1966;194,933;0;44;bubblegum pop,easy listening;0,318;0,257;2;-15,879;1;0,0404;0,82;0,0032;0,106;0,648;205,852;4;Polydor Associated Labels;C © 1967 A&M Records Limited, P ? 1967 A&M Records Limited;;;0,194933
Backstreet Boys;Backstreet's Back;12/08/1997;225,36;0;79;boy band,dance pop,pop;0,731;0,853;10;-4,219;0;0,0363;0,0352;0;0,268;0,605;108,016;4;Jive;P (P) 1997 Zomba Recording LLC;;;0,22536
Akon;Freedom;01/01/2008;240,746;0;77;dance pop;0,83;0,857;8;-4,194;0;0,152;0,262;0;0,413;0,607;137,982;4;Konvict/Upfront/SRC/Universal Records;C © 2008 Universal Records, a Division of UMG Recordings, Inc,, P ? 2008 Universal Records & SRC Records Inc,, a division of UMG Recordings;;;0,240746
Jason Donovan;Greatest Hits;01/01/1991;208,333;0;15;australian dance,australian pop,new wave pop;0,66;0,939;9;-10,309;0;0,0338;0,125;0;0,207;0,946;122,337;4;WM Australia;C © 1991 Mushroom Records, P ? 1991 Mushroom Records;;;0,208333
Rita Ora;Anywhere;20/10/2017;215,064;0;66;dance pop,pop,uk pop;0,628;0,797;11;-3,953;0;0,0596;0,0364;0;0,104;0,321;106,93;4;Atlantic Records UK;C © 2017 Atlantic Records UK, a Warner Music Group company, P ? 2017 Atlantic Records UK, a Warner Music Group company;;;0,215064
Lana Del Rey;Young And Beautiful;01/01/2013;236,053;0;87;art pop,pop;0,324;0,416;11;-8,92;0;0,0368;0,262;0,0000369;0,11;0,151;113,986;4;Polydor Records;C © 2013 Lana Del Rey, under exclusive licence to Polydor Ltd, (UK), Under exclusive licence to Interscope Records in the USA, P ? 2013 Lana Del Rey, under exclusive licence to Polydor Ltd, (UK), Under exclusive licence to Interscope Records in the USA;;;0,236053
Tony Christie;The Ultimate Collection;01/01/1991;225,826;0;26;classic uk pop;0,576;0,459;0;-12,469;1;0,0376;0,242;0;0,146;0,558;117,398;4;Geffen*;C © 1991 Geffen Records, P This Compilation ? 1991 Geffen Records;;;0,225826
Brian McFadden;Set In Stone;01/01/2008;235,08;0;8;europop,talent show;0,55;0,903;4;-6,658;1;0,0355;0,182;0,0000714;0,424;0,666;125,973;4;Universal Music Australia Pty, Ltd,;C © 2008 BMF Records, under exclusive license to Universal Music Australia, P ? 2008 BMF Records, under exclusive license to Universal Music Australia;;;0,23508
Evermore;Dreams;27/09/2004;250,28;0;24;australian alternative rock,australian rock,kiwi rock;0,477;0,64;6;-6,724;0;0,0298;0,0661;0,00000213;0,0922;0,13;107,975;4;Evermore Music;C 2021 Evermore Music, P 2021 Evermore Music;;;0,25028
Peter Andre;The Long Road Back;07/06/2004;217,106;0;60;europop,talent show;0,655;0,822;8;-5,755;1;0,211;0,14;0;0,298;0,859;171,983;4;EastWest U,K,;C © 2004 Warner Music UK Ltd, P ? 2004 Warner Music UK Ltd;;;0,217106
Stevie Nicks;Crystal Visions,,,The Very Best of Stevie Nicks;27/03/2007;329,68;0;71;heartland rock;0,59;0,828;0;-6,28;1;0,0439;0,277;0,00000557;0,0868;0,636;111,353;4;Reprise;C © 2007 Reprise Records for the U,S, and WEA International Inc, for the world outside the U,S,, P ? 2007 Reprise Records for the U,S, and WEA International Inc, for the world outside the U,S,;;;0,32968
Bazzi;I Like That;11/04/2018;158,024;0;0;pop;0,671;0,683;6;-5,435;0;0,07;0,161;0;0,189;0,7;74,485;4;Atlantic Records;C © 2021 Atlantic Records Group LLC, P ? 2021 Atlantic Records Group LLC;;;0,158024
Killing Heidi;Killing Heidi;01/01/2004;206,293;0;0;australian alternative rock,australian rock;0,502;0,954;10;-2,466;1;0,0527;0,0193;0,0000194;0,262;0,657;93,031;4;Columbia;P All recordings (P) 2004 The Music Catalogue Co Ltd, Marketed in Australia by SME(A)L under exclusive license,;;;0,206293
Chumbawamba;Tubthumper;01/09/1997;278,778;0;71;anarcho-punk;0,348;0,88;2;-7,366;1;0,0978;0,128;0;0,357;0,606;101,185;4;EMI;C © 2006 EMI GERMANY, P ? 2006 EMI GERMANY;;;0,278778
Men At Work;Super Hits;01/01/2000;200,293;0;57;album rock,australian rock,classic rock,hard rock,heartland rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock;0,81;0,716;4;-7,392;1;0,0402;0,0184;0,0000196;0,301;0,965;128,528;4;Columbia;P (P) 1981, 1982, 1984, 2000 Sony Music Entertainment (Australia) PTY, Ltd,;;;0,200293
Shakin' Stevens;Shakin' Stevens - The Collection;11/04/2005;172,666;0;0;classic uk pop,rockabilly;0,754;0,927;5;-2,62;1;0,0313;0,167;0,00000236;0,283;0,974;119,49;4;Epic;P (P) 2005 SONY BMG MUSIC ENTERTAINMENT (UK) LIMITED;;;0,172666
Wham!;Make It Big;23/10/1984;230,693;0;0;new romantic,new wave,new wave pop,soft rock;0,618;0,764;0;-6,027;1;0,0562;0,186;0;0,12;0,876;81,366;4;Epic;P 1984 Sony Music Entertainment Inc,;;;0,230693
R3HAB, Amy Shark;Sway My Way (with Amy Shark);10/06/2022;136,842;0;57;dutch house,edm,electro house,pop dance,progressive electro house,slap house,australian pop;0,764;0,757;9;-5,13;1;0,0307;0,408;0,0000528;0,111;0,252;114,022;4;Wonderlick;P (P) 2022 CYB3RPVNK;;;0,136842
Maurice Williams & The Zodiacs;Stay (Just A Little Bit Longer);31/05/2008;97,506;0;30;;0,521;0,765;8;-6,985;0;0,0685;0,838;0,00000161;0,333;0,824;123,591;4;Future Noise Music Ltd,;C (C) 2008 Future Noise Music Ltd,;;;0,097506
Gotye, Kimbra;Making Mirrors;01/01/2011;244,973;0;79;australian pop,bergen indie,electropop,nz pop;0,864;0,495;0;-7,036;1;0,037;0,591;0,000133;0,0992;0,72;129,062;4;Samples & Seconds / Republic;C © 2011 Samples 'N' Seconds Records Pty Ltd, under exclusive license to Universal Republic Records, a Division of UMG Recordings, Inc,, P ? 2011 Samples 'N' Seconds Records Pty Ltd, under exclusive license to Universal Republic Records, a Division of UMG Recordings, Inc,;;;0,244973
Imagine Dragons;Night Visions;04/09/2012;177,506;0;88;modern rock,pop,rock;0,505;0,71;3;-3,015;1;0,0321;0,19;0,00025;0,269;0,428;89,938;4;Kid Ina Korner / Interscope;C © 2013 KIDinaKORNER/Interscope Records, P ? 2013 KIDinaKORNER/Interscope Records;;;0,177506
Louis Armstrong;What A Wonderful World;01/01/1968;137,52;0;9;adult standards,dixieland,harlem renaissance,jazz trumpet,new orleans jazz,soul,swing,vocal jazz;0,399;0,258;5;-16,028;1;0,033;0,792;0,00000186;0,128;0,192;108,174;3;Geffen*;C © 1996 Geffen Records, P ? 1988 Geffen Records;;;0,13752
Murry Kellum;Country Comedy;01/01/1977;117,953;0;0;;0,707;0,616;0;-8,512;1;0,0325;0,432;0;0,104;0,97;111,476;4;Plantation Records;C 1977 Sun Label Group, LLC, P 1977 Sun Label Group, LLC;;;0,117953
Josh Pyke;Chimney's Afire;04/10/2008;175,96;0;0;australian alternative rock,australian indie,australian singer-songwriter;0,585;0,759;1;-6,328;1;0,029;0,0107;0,00151;0,195;0,689;135,976;4;Ivy League Records;C 2008 2008 Ivy League Records, P 2008 2008 Ivy League Records;;;0,17596
Michael Bolton;The Hunger;06/10/1987;231,24;0;43;soft rock;0,464;0,525;2;-13,806;1;0,0566;0,192;0,00000723;0,268;0,565;178,352;4;Columbia;P (P) 1987 Sony Music Entertainment Inc,;;;0,23124
LCD Soundsystem;This Is Happening;17/05/2010;352,003;0;61;alternative dance,alternative rock,art pop,dance rock,dance-punk,electronic rock,electronica,indie rock,indietronica,neo-synthpop,new rave;0,644;0,73;1;-6,565;1;0,0287;0,00215;0,00178;0,233;0,695;116,981;4;Parlophone UK;C © 2010 Parlophone Records Ltd, a Warner Music Group Company, P ? 2010 The copyright in this sound recording is owned by DFA LLC under exclusive licence to Parlophone Records Ltd;;;0,352003
Leona Lewis;Echo;16/11/2009;242,093;0;49;british soul,dance pop,pop,talent show;0,492;0,641;0;-5,296;1;0,0448;0,459;0;0,0809;0,235;76,07;4;Syco Music UK;P (P) 2009 Simco Limited Under Exclusive License To Sony Music Entertainment UK Limited;;;0,242093
Duran Duran;Duran Duran;15/02/1993;256,519;0;73;album rock,dance rock,new romantic,new wave,new wave pop,rock,soft rock,synthpop;0,542;0,793;8;-8,203;1;0,053;0,0423;0,00000395;0,0814;0,708;173,931;4;Parlophone UK;C © 1993 Parlophone Records Ltd, a Warner Music Group Company, P ? 1993 Parlophone Records Ltd, a Warner Music Group Company;;;0,256519
